DLIT81641,Find the Bottleneck: Optimize AI Pipelines With Nsight Systems [DLIT81641],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81641/
DLIT81936,"Fine-Tune a Telco Reasoning Model: A Guide to Synthetic Data, Tool Calling, and Evaluation [DLIT81936]",Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81936/
DLIT81754,From Ingestion to Inference: Mastering the High-Performance GPU Data Science Pipeline [DLIT81754],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81754/
DLIT81485,Hands-On With Earth-2: Building Local and National Weather Resilience With AI [DLIT81485],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81485/
DLIT81668,Harness NVIDIA AI Advanced Tools for Generative AI in Digital Health [DLIT81668],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81668/
DLIT82181,How to Accelerate AI Workflows With NVIDIA Run:AI [DLIT82181],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82181/
DLIT82184,How to Provision and Install NVIDIA Run:AI [DLIT82184],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82184/
DLIT81484,How to Run AI-Powered Computer-Aided Engineering Simulations [DLIT81484],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81484/
DLIT82259,Keep Calm and Train On: Scalable and Resilient Training With Megatron-Bridge and NeMo [DLIT82259],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82259/
DLIT82062,MLOps Best Practices: Build an AI Agent [DLIT82062],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82062/
DLIT81803,OpenUSD Asset Integration and Data Review With Clash Detection [DLIT81803],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81803/
DLIT82143,Optimize LLM Inference and RL Training With SGLang [DLIT82143],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82143/
DLIT81579,Optimize PyTorch Models for High-Performance Inference With Nsight Deep Learning Designer [DLIT81579],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81579/
DLIT81572,Powering Specialized Agents: Architecting Synthetic Data Pipelines with NVIDIA Data Designer [DLIT81572],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81572/
DLIT81881,Production-Ready Robotics on the NVIDIA Stack [DLIT81881],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81881/
DLIT81545,Profiling Python and AI workloads with Nsight Compute [DLIT81545],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81545/
DLIT81801,Real-Time Simulation for Real-Time Results: How AI Physics Can Accelerate Your AI Factory [DLIT81801],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81801/
DLIT81698,Scalable Environment Setup and Policy Evaluation in Simulation with Isaac Lab Arena and GR00T [DLIT81698],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81698/
DLIT82000,Split and Win: Dynamo's Prefill-Decode Disaggregation and Smart KV Routing for Extreme LLM Throughput [DLIT82000],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82000/
DLIT81546,Supercharge Tabular ML Models With GPU-Accelerated Feature Engineering [DLIT81546],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81546/
DLIT81644,Synthetic Data Generation for Robot Learning With NVIDIA Cosmos World Foundation Models [DLIT81644],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81644/
DLIT81818,Tabular Foundation Models for Financial Services [DLIT81818],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81818/
DLIT81565,The Kaggle Grandmasters Playbook: Battle-Tested Modeling Techniques for Tabular Data [DLIT81565],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81565/
DLIT81757,Training Lab: Advance World Simulation With 3D Gaussian Splatting for Large-Scale Environment Reconstruction [DLIT81757],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81757/
DLIT82021,Ultra Scale Runbook for PyTorch on NVIDIA GPUs for Training and Inference [DLIT82021],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit82021/
DLIT81764,Unlock Real-Time Financial Decisions With GPU-Accelerated Portfolio Optimization [DLIT81764],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81764/
DLIT81597,Using Reasoning VLAs to Develop Safer Autonomous Vehicles [DLIT81597],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81597/
DLIT81837,How to use Warp to Build GPU-Accelerated and Differentiable Physics Simulations [DLIT81837],Training Lab,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81837/
DLIW82209,Accelerated Networking for AI Infrastructure [DLIW82209],Full-Day Workshop,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dliw82209/
DLIW82267,Adding New Knowledge to LLMs [DLIW82267],Full-Day Workshop,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dliw82267/
DLIW82269,Building AI Agents with Multimodal Models [DLIW82269],Full-Day Workshop,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dliw82269/
DLIW82270,Building LLM Applications With Prompt Engineering [DLIW82270],Full-Day Workshop,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dliw82270/
DLIW82268,Building Observable and Scalable Multi-Agent Workflows for Asset Lifecycle Management [DLIW82268],Full-Day Workshop,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dliw82268/
DLIW82274,Deploying and Optimizing AI Inference at Scale [DLIW82274],Full-Day Workshop,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dliw82274/
DLIW82265,Fundamentals of GPU-Accelerated Workflows with CUDA Python [DLIW82265],Full-Day Workshop,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dliw82265/
DLIW82273,"How to Simulate, Train, Validate, and Deploy an End-to-End Robotics Workflow with NVIDIA Isaac [DLIW82273]",Full-Day Workshop,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dliw82273/
DLIW82272,OpenUSD Crash Course: Build 3D Data Pipelines for Physical AI [DLIW82272],Full-Day Workshop,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dliw82272/
QA81637,PMPP Edition 5 Unveiled: Ask Dr. Wen Mei and the CUDA Team Your Questions [QA81637],Q&A with NVIDIA,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-qa81637/
